userId,age,income_bracket,financial_goals,join_date
2754,28.0,"$75,000-$100,000",Retirement|Emergency Fund,1720825200.0
2755,27.0,"$50,000-$75,000",Debt Freedom,1718060400.0
2756,47.0,"$30,000-$50,000",Retirement|Investment Growth,1677711600.0
2757,30.0,"$30,000-$50,000",,1726786800.0
2758,40.0,"$75,000-$100,000",Investment Growth,1723244400.0
2759,29.0,"$50,000-$75,000",Emergency Fund,1711580400.0
2760,35.0,"$30,000-$50,000",Investment Growth,1698706800.0
2761,37.0,"$30,000-$50,000",Retirement|Emergency Fund,1724540400.0
2762,34.0,,Debt Freedom|Emergency Fund,1729292400.0
2763,54.0,"$50,000-$75,000",Investment Growth,1731970800.0
2764,,"$75,000-$100,000",Retirement|Emergency Fund,1681772400.0
2765,28.0,"$75,000-$100,000",Retirement|Emergency Fund,1724281200.0
2766,,"$30,000-$50,000",Emergency Fund|Debt Freedom,1731366000.0
2767,40.0,"$30,000-$50,000",,1681340400.0
2768,51.0,"$75,000-$100,000",Debt Freedom,1716159600.0
2769,26.0,,Debt Freedom,1697497200.0
2770,47.0,"$75,000-$100,000",Debt Freedom,1730502000.0
2771,30.0,"$30,000-$50,000",Investment Growth|Debt Freedom,1720652400.0
2772,48.0,"$75,000-$100,000",Emergency Fund,1690239600.0
2773,53.0,"$50,000-$75,000",Retirement|Debt Freedom,1689980400.0
2774,26.0,"$75,000-$100,000",,1724799600.0
2775,54.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1716332400.0
2776,53.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1713567600.0
2777,25.0,"$75,000-$100,000",Emergency Fund,1684191600.0
2778,39.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1711062000.0
2779,41.0,"$50,000-$75,000",Retirement|Emergency Fund,1721516400.0
2780,27.0,,Debt Freedom|Emergency Fund,
2781,43.0,"$30,000-$50,000",Debt Freedom,1676761200.0
2782,32.0,,Debt Freedom|Retirement,1710802800.0
2783,30.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,
2784,45.0,"$50,000-$75,000",Retirement,1697497200.0
2785,50.0,,Emergency Fund|Retirement,1697497200.0
2786,55.0,"$30,000-$50,000",Emergency Fund,1703286000.0
2787,54.0,"$50,000-$75,000",Retirement|Debt Freedom,1680130800.0
2788,37.0,"$75,000-$100,000",Debt Freedom|Retirement,1673218800.0
2789,46.0,,Debt Freedom|Investment Growth,1705964400.0
2790,55.0,"$30,000-$50,000",Debt Freedom|Investment Growth,1728946800.0
2791,38.0,"$75,000-$100,000",Debt Freedom|Retirement,1684969200.0
2792,,"$30,000-$50,000",Debt Freedom,1730847600.0
2793,32.0,"$30,000-$50,000",Emergency Fund,1697065200.0
2794,52.0,"$30,000-$50,000",Debt Freedom|Investment Growth,1675897200.0
2795,42.0,"$75,000-$100,000",Emergency Fund,1681513200.0
2796,54.0,"$75,000-$100,000",Retirement|Investment Growth,1711666800.0
2797,30.0,"$75,000-$100,000",Investment Growth,1729033200.0
2798,46.0,"$50,000-$75,000",Investment Growth,1675033200.0
2799,42.0,,Debt Freedom|Emergency Fund,1735513200.0
2800,32.0,"$75,000-$100,000",Debt Freedom,1695682800.0
2801,42.0,"$50,000-$75,000",Debt Freedom,1729206000.0
2802,42.0,"$30,000-$50,000",Emergency Fund,1721948400.0
2803,55.0,,,1724281200.0
2804,46.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1708124400.0
2805,25.0,"$50,000-$75,000",Investment Growth|Retirement,1699570800.0
2806,25.0,"$50,000-$75,000",Investment Growth,1710543600.0
2807,26.0,"$50,000-$75,000",Debt Freedom|Retirement,1676761200.0
2808,38.0,"$30,000-$50,000",Emergency Fund|Retirement,1679785200.0
2809,29.0,"$30,000-$50,000",,1722034800.0
2810,43.0,"$30,000-$50,000",Debt Freedom,1689721200.0
2811,37.0,"$30,000-$50,000",Emergency Fund|Retirement,1716591600.0
2812,30.0,"$30,000-$50,000",Retirement,1694646000.0
2813,34.0,"$30,000-$50,000",Retirement|Investment Growth,1701730800.0
2814,55.0,"$75,000-$100,000",Emergency Fund|Retirement,1724194800.0
2815,37.0,"$50,000-$75,000",Debt Freedom|Investment Growth,1705100400.0
2816,32.0,"$30,000-$50,000",Emergency Fund,1698274800.0
2817,54.0,"$30,000-$50,000",Investment Growth,1697238000.0
2818,,"$75,000-$100,000",Debt Freedom,1681254000.0
2819,55.0,"$30,000-$50,000",Emergency Fund,1713567600.0
2820,49.0,"$30,000-$50,000",Retirement,1706310000.0
2821,40.0,"$30,000-$50,000",Emergency Fund,1691535600.0
2822,32.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1709506800.0
2823,43.0,,Retirement,1692486000.0
2824,40.0,,Debt Freedom,1723935600.0
2825,38.0,,Investment Growth|Emergency Fund,1697324400.0
2826,27.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1727478000.0
2827,29.0,"$50,000-$75,000",Retirement|Debt Freedom,1679785200.0
2828,45.0,"$50,000-$75,000",Emergency Fund,1698102000.0
2829,34.0,"$50,000-$75,000",Emergency Fund,1703718000.0
2830,44.0,"$30,000-$50,000",Investment Growth|Retirement,1735426800.0
2831,26.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1723417200.0
2832,27.0,"$75,000-$100,000",Investment Growth,1727737200.0
2833,29.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1714777200.0
2834,31.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1686265200.0
2835,29.0,"$75,000-$100,000",Emergency Fund|Retirement,1716505200.0
2836,34.0,"$75,000-$100,000",Debt Freedom,1694127600.0
2837,35.0,"$30,000-$50,000",Retirement,1678921200.0
2838,33.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1714863600.0
2839,42.0,"$30,000-$50,000",Investment Growth,1722898800.0
2840,35.0,"$75,000-$100,000",Debt Freedom,1731538800.0
2841,51.0,"$50,000-$75,000",Investment Growth|Retirement,1711839600.0
2842,53.0,"$50,000-$75,000",Investment Growth,1697238000.0
2843,36.0,"$30,000-$50,000",Investment Growth|Retirement,1706655600.0
2844,38.0,"$50,000-$75,000",Retirement|Debt Freedom,1723590000.0
2845,36.0,"$30,000-$50,000",Emergency Fund,1709074800.0
2846,43.0,"$50,000-$75,000",Debt Freedom|Investment Growth,1677279600.0
2847,49.0,"$50,000-$75,000",Retirement|Emergency Fund,1700780400.0
2848,44.0,"$30,000-$50,000",Retirement|Debt Freedom,1682204400.0
2849,52.0,"$50,000-$75,000",Retirement,1698361200.0
2850,39.0,"$75,000-$100,000",,1734303600.0
2851,,"$50,000-$75,000",Retirement|Investment Growth,1718492400.0
2852,45.0,,Retirement,1712530800.0
2853,51.0,"$30,000-$50,000",Investment Growth,1686265200.0
2854,54.0,"$75,000-$100,000",Investment Growth,1711839600.0
2855,,"$75,000-$100,000",Investment Growth,1682463600.0
2856,29.0,"$30,000-$50,000",Emergency Fund,1696201200.0
2857,51.0,"$75,000-$100,000",Investment Growth,1732230000.0
2858,25.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1680044400.0
2859,37.0,,Emergency Fund|Retirement,1725490800.0
2860,42.0,"$50,000-$75,000",Debt Freedom,1685401200.0
2861,36.0,"$30,000-$50,000",Emergency Fund,1730242800.0
2862,52.0,,Emergency Fund|Retirement,1703026800.0
2863,41.0,"$75,000-$100,000",Retirement,1717542000.0
2864,49.0,"$30,000-$50,000",Debt Freedom,1696546800.0
2865,36.0,"$75,000-$100,000",Emergency Fund,1728601200.0
2866,33.0,"$30,000-$50,000",Emergency Fund|Retirement,1689894000.0
2867,,"$30,000-$50,000",,1700607600.0
2868,39.0,"$50,000-$75,000",Debt Freedom,1726268400.0
2869,,"$75,000-$100,000",Investment Growth,1711062000.0
2870,36.0,"$50,000-$75,000",Debt Freedom|Investment Growth,1714086000.0
2871,37.0,"$75,000-$100,000",Retirement,1678316400.0
2872,26.0,"$30,000-$50,000",Emergency Fund,1704063600.0
2873,27.0,"$50,000-$75,000",Emergency Fund,1693695600.0
2874,43.0,"$75,000-$100,000",Investment Growth,1685055600.0
2875,53.0,"$50,000-$75,000",Debt Freedom,1720220400.0
2876,54.0,"$75,000-$100,000",Debt Freedom,1690412400.0
2877,,"$50,000-$75,000",Retirement|Investment Growth,1710543600.0
2878,50.0,"$50,000-$75,000",Debt Freedom|Investment Growth,1718319600.0
2879,34.0,"$30,000-$50,000",Retirement|Debt Freedom,1722380400.0
2880,29.0,"$30,000-$50,000",Retirement,1714518000.0
2881,54.0,"$30,000-$50,000",Retirement|Investment Growth,1715036400.0
2882,54.0,"$30,000-$50,000",Debt Freedom,1679785200.0
2883,26.0,"$75,000-$100,000",Retirement,1698188400.0
2884,53.0,"$30,000-$50,000",Investment Growth|Retirement,1727218800.0
2885,50.0,"$50,000-$75,000",,1724022000.0
2886,28.0,"$75,000-$100,000",Investment Growth|Retirement,1708470000.0
2887,44.0,"$75,000-$100,000",Retirement,1696028400.0
2888,,"$50,000-$75,000",Retirement|Emergency Fund,1735513200.0
2889,49.0,"$30,000-$50,000",,1680303600.0
2890,49.0,"$75,000-$100,000",Debt Freedom|Retirement,1714777200.0
2891,38.0,,Debt Freedom|Investment Growth,1701558000.0
2892,,"$30,000-$50,000",Investment Growth,1717110000.0
2893,,"$75,000-$100,000",Emergency Fund,1702249200.0
2894,52.0,"$30,000-$50,000",Retirement|Investment Growth,1680390000.0
2895,28.0,"$50,000-$75,000",Emergency Fund,1735340400.0
2896,38.0,"$50,000-$75,000",Retirement,1690844400.0
2897,55.0,"$30,000-$50,000",Investment Growth|Retirement,1718319600.0
2898,37.0,"$50,000-$75,000",Investment Growth,1698188400.0
2899,,"$75,000-$100,000",Debt Freedom,1731279600.0
2900,,"$75,000-$100,000",Emergency Fund,1674601200.0
2901,35.0,"$30,000-$50,000",Investment Growth,1690412400.0
2902,53.0,"$75,000-$100,000",Emergency Fund,1730502000.0
2903,37.0,"$30,000-$50,000",Debt Freedom,1675810800.0
2904,41.0,"$75,000-$100,000",Debt Freedom|Emergency Fund,1699916400.0
2905,42.0,"$30,000-$50,000",Emergency Fund,1697151600.0
2906,42.0,"$75,000-$100,000",Retirement,1695682800.0
2907,45.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1729378800.0
2908,,"$30,000-$50,000",Investment Growth,1703372400.0
2909,52.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1691967600.0
2910,51.0,"$30,000-$50,000",Retirement|Emergency Fund,1694127600.0
2911,,"$50,000-$75,000",,1727218800.0
2912,29.0,,Emergency Fund,1709852400.0
2913,40.0,"$75,000-$100,000",Debt Freedom,1715468400.0
2914,47.0,"$75,000-$100,000",Retirement|Emergency Fund,1691622000.0
2915,32.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1707606000.0
2916,50.0,"$50,000-$75,000",,1686524400.0
2917,38.0,"$75,000-$100,000",Retirement,1707606000.0
2918,37.0,"$50,000-$75,000",Investment Growth,1724108400.0
2919,35.0,"$30,000-$50,000",Investment Growth|Retirement,1710889200.0
2920,44.0,"$50,000-$75,000",Emergency Fund,1719529200.0
2921,,,Debt Freedom|Retirement,1706742000.0
2922,42.0,"$75,000-$100,000",Emergency Fund,1703545200.0
2923,42.0,"$30,000-$50,000",Investment Growth|Debt Freedom,1730156400.0
2924,26.0,,Emergency Fund|Investment Growth,1688511600.0
2925,39.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1673996400.0
2926,43.0,"$30,000-$50,000",Emergency Fund,1678143600.0
2927,37.0,"$30,000-$50,000",Debt Freedom,1729378800.0
2928,29.0,"$30,000-$50,000",Investment Growth,1682982000.0
2929,25.0,"$30,000-$50,000",Retirement|Debt Freedom,1695596400.0
2930,53.0,"$75,000-$100,000",Investment Growth|Retirement,1728687600.0
2931,25.0,"$50,000-$75,000",Emergency Fund,1731193200.0
2932,36.0,"$75,000-$100,000",Emergency Fund|Debt Freedom,1720479600.0
2933,50.0,"$75,000-$100,000",Retirement|Investment Growth,1678316400.0
2934,45.0,"$75,000-$100,000",,1709506800.0
2935,52.0,"$75,000-$100,000",Retirement|Investment Growth,1692745200.0
2936,54.0,"$75,000-$100,000",,1709334000.0
2937,31.0,"$50,000-$75,000",Retirement|Debt Freedom,1731106800.0
2938,40.0,"$50,000-$75,000",Retirement|Debt Freedom,1730070000.0
2939,50.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1710543600.0
2940,47.0,"$75,000-$100,000",Emergency Fund,1677798000.0
2941,48.0,,Investment Growth|Retirement,1673218800.0
2942,31.0,"$75,000-$100,000",Investment Growth,1715814000.0
2943,52.0,"$50,000-$75,000",Debt Freedom|Investment Growth,1675033200.0
2944,29.0,"$50,000-$75,000",Retirement,1728774000.0
2945,,"$30,000-$50,000",Emergency Fund,1692572400.0
2946,29.0,"$75,000-$100,000",Retirement,1727391600.0
2947,49.0,"$30,000-$50,000",Debt Freedom,1730588400.0
2948,25.0,"$30,000-$50,000",Investment Growth,1685660400.0
2949,51.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1704668400.0
2950,41.0,"$75,000-$100,000",Emergency Fund|Retirement,1695423600.0
2951,38.0,"$75,000-$100,000",Retirement,1679439600.0
2952,53.0,"$50,000-$75,000",Retirement|Emergency Fund,1675292400.0
2953,38.0,"$30,000-$50,000",Investment Growth,1694386800.0
2954,37.0,,Emergency Fund,1705618800.0
2955,48.0,"$75,000-$100,000",Emergency Fund|Debt Freedom,1710025200.0
2956,,"$30,000-$50,000",Investment Growth|Debt Freedom,1727478000.0
2957,38.0,"$30,000-$50,000",Retirement|Debt Freedom,1693263600.0
2958,44.0,"$30,000-$50,000",Debt Freedom|Retirement,1735513200.0
2959,44.0,"$75,000-$100,000",Investment Growth,1732316400.0
2960,55.0,"$30,000-$50,000",Debt Freedom,1702940400.0
2961,27.0,"$75,000-$100,000",Emergency Fund,1693954800.0
2962,36.0,,Retirement,1695078000.0
2963,36.0,"$50,000-$75,000",Debt Freedom,1701817200.0
2964,25.0,"$75,000-$100,000",Retirement,1694473200.0
2965,44.0,"$30,000-$50,000",Investment Growth,1732489200.0
2966,35.0,,Investment Growth,1707001200.0
2967,55.0,"$30,000-$50,000",Retirement,1710284400.0
2968,44.0,,Retirement|Emergency Fund,1681167600.0
2969,32.0,"$30,000-$50,000",Retirement|Emergency Fund,1715295600.0
2970,25.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1698361200.0
2971,44.0,"$75,000-$100,000",Debt Freedom,1700607600.0
2972,50.0,"$30,000-$50,000",Retirement|Emergency Fund,1726700400.0
2973,,"$50,000-$75,000",Retirement,1717023600.0
2974,49.0,"$30,000-$50,000",Emergency Fund,1690671600.0
2975,46.0,"$75,000-$100,000",Retirement,1710025200.0
2976,28.0,,Investment Growth,1676761200.0
2977,35.0,"$30,000-$50,000",Debt Freedom,1686610800.0
2978,28.0,"$75,000-$100,000",Retirement|Debt Freedom,1721170800.0
2979,46.0,"$75,000-$100,000",Investment Growth,1673305200.0
2980,43.0,"$75,000-$100,000",Retirement|Emergency Fund,1673564400.0
2981,41.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1674514800.0
2982,27.0,"$75,000-$100,000",Investment Growth,1712876400.0
2983,32.0,"$50,000-$75,000",Emergency Fund,1691622000.0
2984,41.0,"$30,000-$50,000",Emergency Fund,1699398000.0
2985,54.0,"$75,000-$100,000",Emergency Fund|Retirement,1682636400.0
2986,39.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1716850800.0
2987,49.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1708038000.0
2988,37.0,"$50,000-$75,000",Emergency Fund,1690844400.0
2989,31.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1691708400.0
2990,54.0,"$50,000-$75,000",Emergency Fund,1707087600.0
2991,30.0,"$30,000-$50,000",Emergency Fund,1682290800.0
2992,39.0,"$30,000-$50,000",Debt Freedom,1698620400.0
2993,28.0,"$75,000-$100,000",Investment Growth,1674860400.0
2994,37.0,"$75,000-$100,000",,1717628400.0
2995,54.0,,Debt Freedom,1720393200.0
2996,46.0,"$75,000-$100,000",Debt Freedom,1723503600.0
2997,48.0,"$75,000-$100,000",,1731020400.0
2998,40.0,"$50,000-$75,000",Emergency Fund,1695855600.0
2999,,"$75,000-$100,000",Debt Freedom,1687561200.0
3000,30.0,"$30,000-$50,000",Debt Freedom,1712012400.0
3001,49.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1726700400.0
3002,51.0,"$75,000-$100,000",Emergency Fund|Investment Growth,1727737200.0
3003,35.0,"$30,000-$50,000",Debt Freedom,1708729200.0
3004,38.0,"$75,000-$100,000",Debt Freedom,1716073200.0
3005,50.0,"$75,000-$100,000",Debt Freedom,
3006,28.0,"$50,000-$75,000",,1703631600.0
3007,30.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1722121200.0
3008,27.0,"$30,000-$50,000",Investment Growth,1687215600.0
3009,28.0,"$75,000-$100,000",Debt Freedom|Retirement,
3010,50.0,"$30,000-$50,000",Retirement,1683154800.0
3011,32.0,,Emergency Fund|Investment Growth,1676502000.0
3012,44.0,"$30,000-$50,000",Emergency Fund,1705359600.0
3013,35.0,"$50,000-$75,000",Debt Freedom,1697151600.0
3014,31.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1696546800.0
3015,44.0,"$30,000-$50,000",Emergency Fund,1709766000.0
3016,53.0,"$75,000-$100,000",,1708383600.0
3017,28.0,"$50,000-$75,000",Emergency Fund|Retirement,1690844400.0
3018,42.0,"$30,000-$50,000",Retirement|Debt Freedom,1673218800.0
3019,50.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1734044400.0
3020,36.0,"$75,000-$100,000",Emergency Fund,1675292400.0
3021,48.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1689116400.0
3022,55.0,"$30,000-$50,000",Debt Freedom,1691535600.0
3023,40.0,"$50,000-$75,000",Retirement|Debt Freedom,1692486000.0
3024,25.0,"$30,000-$50,000",Retirement,1696374000.0
3025,44.0,"$75,000-$100,000",Investment Growth,1694214000.0
3026,32.0,"$50,000-$75,000",Debt Freedom,1699916400.0
3027,30.0,"$75,000-$100,000",Retirement|Emergency Fund,
3028,,"$30,000-$50,000",Debt Freedom|Emergency Fund,1711321200.0
3029,47.0,"$30,000-$50,000",Debt Freedom|Retirement,1696719600.0
3030,,"$50,000-$75,000",Emergency Fund|Debt Freedom,1727305200.0
3031,53.0,"$30,000-$50,000",Emergency Fund,1680735600.0
3032,44.0,,Investment Growth,1731538800.0
3033,49.0,,Investment Growth|Retirement,1688511600.0
3034,43.0,"$30,000-$50,000",Retirement,1735426800.0
3035,43.0,"$50,000-$75,000",Emergency Fund,1720047600.0
3036,43.0,"$30,000-$50,000",Debt Freedom,1692918000.0
3037,34.0,"$75,000-$100,000",Emergency Fund,1710025200.0
3038,41.0,"$50,000-$75,000",Emergency Fund,1720134000.0
3039,55.0,"$30,000-$50,000",Investment Growth,1726614000.0
3040,26.0,"$50,000-$75,000",Emergency Fund,1722207600.0
3041,55.0,"$30,000-$50,000",Debt Freedom|Retirement,1702594800.0
3042,25.0,"$50,000-$75,000",Emergency Fund|Retirement,1673218800.0
3043,38.0,"$75,000-$100,000",Emergency Fund|Retirement,1725663600.0
3044,52.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1672873200.0
3045,,"$75,000-$100,000",Investment Growth,1696806000.0
3046,48.0,"$75,000-$100,000",Investment Growth|Retirement,1720134000.0
3047,33.0,"$50,000-$75,000",Debt Freedom|Retirement,1680044400.0
3048,44.0,"$30,000-$50,000",Emergency Fund,1712098800.0
3049,37.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1720479600.0
3050,38.0,"$75,000-$100,000",Emergency Fund|Retirement,1732921200.0
3051,34.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1697065200.0
3052,54.0,,Investment Growth|Emergency Fund,1692745200.0
3053,34.0,,Retirement|Emergency Fund,1714172400.0
3054,42.0,"$50,000-$75,000",Emergency Fund,1684018800.0
3055,52.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1705791600.0
3056,34.0,"$30,000-$50,000",Emergency Fund,1708470000.0
3057,52.0,,Emergency Fund|Debt Freedom,1679958000.0
3058,,,Investment Growth|Emergency Fund,1726527600.0
3059,25.0,"$75,000-$100,000",,1685487600.0
3060,53.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1706742000.0
3061,29.0,,Retirement|Investment Growth,1697410800.0
3062,44.0,"$75,000-$100,000",Retirement|Debt Freedom,1678834800.0
3063,29.0,"$50,000-$75,000",Debt Freedom|Retirement,1676674800.0
3064,32.0,"$50,000-$75,000",Investment Growth|Retirement,1687820400.0
3065,53.0,"$30,000-$50,000",,1700175600.0
3066,41.0,"$75,000-$100,000",Investment Growth|Retirement,1705618800.0
3067,46.0,"$30,000-$50,000",,1735513200.0
3068,43.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1693695600.0
3069,39.0,"$50,000-$75,000",Retirement|Debt Freedom,1714950000.0
3070,36.0,,Retirement|Investment Growth,1700521200.0
3071,49.0,"$30,000-$50,000",Debt Freedom,1676588400.0
3072,33.0,"$50,000-$75,000",Retirement|Debt Freedom,1695769200.0
3073,41.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1688425200.0
3074,52.0,"$50,000-$75,000",Debt Freedom,1675724400.0
3075,25.0,"$75,000-$100,000",Debt Freedom,1699743600.0
3076,49.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1681513200.0
3077,35.0,"$75,000-$100,000",,1696978800.0
3078,27.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1729810800.0
3079,40.0,"$50,000-$75,000",Investment Growth|Emergency Fund,1706396400.0
3080,29.0,"$30,000-$50,000",Emergency Fund,1725577200.0
3081,25.0,"$75,000-$100,000",Retirement,1672786800.0
3082,43.0,"$50,000-$75,000",Debt Freedom|Retirement,1715036400.0
3083,44.0,"$30,000-$50,000",Emergency Fund,1678402800.0
3084,27.0,"$50,000-$75,000",Emergency Fund|Retirement,1691362800.0
3085,51.0,,Retirement|Investment Growth,1699225200.0
3086,25.0,"$75,000-$100,000",Debt Freedom,1731970800.0
3087,48.0,"$75,000-$100,000",Emergency Fund,
3088,48.0,"$50,000-$75,000",Investment Growth|Retirement,1680476400.0
3089,54.0,"$75,000-$100,000",Retirement,1705532400.0
3090,53.0,"$50,000-$75,000",Emergency Fund,1727478000.0
3091,49.0,"$75,000-$100,000",Investment Growth,1701471600.0
3092,44.0,"$30,000-$50,000",Debt Freedom|Investment Growth,1721516400.0
3093,35.0,"$75,000-$100,000",Investment Growth,1727391600.0
3094,42.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1676156400.0
3095,31.0,"$30,000-$50,000",Retirement|Investment Growth,1726182000.0
3096,30.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1677106800.0
3097,48.0,"$30,000-$50,000",Retirement|Investment Growth,1698620400.0
3098,27.0,"$50,000-$75,000",Debt Freedom,1729206000.0
3099,31.0,"$30,000-$50,000",Retirement,1699657200.0
3100,39.0,"$30,000-$50,000",Debt Freedom,1708556400.0
3101,42.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1699484400.0
3102,53.0,"$75,000-$100,000",Debt Freedom,1726786800.0
3103,44.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1681599600.0
3104,,"$75,000-$100,000",Debt Freedom|Investment Growth,1734649200.0
3105,45.0,"$75,000-$100,000",Investment Growth,1709420400.0
3106,54.0,"$75,000-$100,000",Emergency Fund|Investment Growth,1729983600.0
3107,51.0,"$50,000-$75,000",,1689634800.0
3108,40.0,"$75,000-$100,000",Debt Freedom,1692831600.0
3109,50.0,"$75,000-$100,000",Retirement,1712790000.0
3110,,"$30,000-$50,000",Emergency Fund|Investment Growth,1716159600.0
3111,33.0,"$75,000-$100,000",Retirement,1680303600.0
3112,30.0,"$30,000-$50,000",Retirement,1718146800.0
3113,50.0,"$50,000-$75,000",Retirement,1709506800.0
3114,52.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1674514800.0
3115,27.0,"$75,000-$100,000",Investment Growth|Retirement,1695423600.0
3116,28.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1721948400.0
3117,41.0,"$50,000-$75,000",Emergency Fund|Retirement,1726786800.0
3118,32.0,,Investment Growth,1684710000.0
3119,25.0,"$30,000-$50,000",Investment Growth,1697238000.0
3120,43.0,"$50,000-$75,000",Debt Freedom,1673996400.0
3121,28.0,"$75,000-$100,000",Retirement|Emergency Fund,1722898800.0
3122,27.0,"$30,000-$50,000",Emergency Fund,1711494000.0
3123,32.0,"$30,000-$50,000",,1691535600.0
3124,51.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1695078000.0
3125,49.0,"$75,000-$100,000",Emergency Fund|Retirement,1685660400.0
3126,30.0,"$75,000-$100,000",,1688943600.0
3127,30.0,"$30,000-$50,000",Debt Freedom,1686092400.0
3128,31.0,,Investment Growth|Emergency Fund,1732748400.0
3129,38.0,"$50,000-$75,000",Investment Growth,1721257200.0
3130,33.0,"$75,000-$100,000",Emergency Fund|Debt Freedom,1704063600.0
3131,27.0,"$50,000-$75,000",Retirement|Emergency Fund,1715727600.0
3132,47.0,"$50,000-$75,000",Emergency Fund,1706655600.0
3133,54.0,"$50,000-$75,000",Debt Freedom,1727218800.0
3134,33.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1729206000.0
3135,53.0,"$50,000-$75,000",Retirement|Emergency Fund,1676934000.0
3136,31.0,"$75,000-$100,000",Debt Freedom,1689462000.0
3137,27.0,"$50,000-$75,000",Retirement,1685314800.0
3138,33.0,"$75,000-$100,000",Investment Growth,1721430000.0
3139,,"$50,000-$75,000",Debt Freedom,1717282800.0
3140,33.0,,Debt Freedom|Investment Growth,1701990000.0
3141,39.0,"$50,000-$75,000",Investment Growth|Emergency Fund,1703113200.0
3142,33.0,"$30,000-$50,000",Investment Growth,1711148400.0
3143,33.0,"$50,000-$75,000",Investment Growth,1728169200.0
3144,31.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1686006000.0
3145,51.0,"$50,000-$75,000",Emergency Fund,1687561200.0
3146,53.0,"$50,000-$75,000",,1729897200.0
3147,31.0,"$30,000-$50,000",Emergency Fund|Retirement,1680390000.0
3148,37.0,"$50,000-$75,000",Investment Growth|Retirement,1696114800.0
3149,37.0,,Investment Growth,1679785200.0
3150,53.0,"$75,000-$100,000",,1678230000.0
3151,36.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1725922800.0
3152,35.0,"$30,000-$50,000",Retirement|Emergency Fund,1694127600.0
3153,45.0,"$75,000-$100,000",Investment Growth|Retirement,1700694000.0
3154,26.0,"$50,000-$75,000",Retirement|Emergency Fund,1692140400.0
3155,38.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1684969200.0
3156,51.0,"$75,000-$100,000",Investment Growth,1733871600.0
3157,52.0,"$30,000-$50,000",Investment Growth|Debt Freedom,
3158,28.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1726873200.0
3159,32.0,"$75,000-$100,000",Retirement|Debt Freedom,1704841200.0
3160,41.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1728601200.0
3161,28.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1700262000.0
3162,52.0,"$50,000-$75,000",,1674082800.0
3163,46.0,"$50,000-$75,000",Investment Growth|Retirement,1681167600.0
3164,37.0,,Debt Freedom|Investment Growth,1693609200.0
3165,48.0,"$75,000-$100,000",Emergency Fund,1681513200.0
3166,50.0,"$50,000-$75,000",Emergency Fund,1716073200.0
3167,40.0,"$75,000-$100,000",Debt Freedom|Emergency Fund,1700780400.0
