userId,debt_level,savings_rate,investment_experience,financial_stress_level
1934,Medium,High,Intermediate,Low
1935,Low,Low,Beginner,Medium
1936,Medium,Low,Beginner,High
1937,Low,,Beginner,Medium
1938,,,,
1939,Low,High,Beginner,
1940,High,Low,Intermediate,
1941,,Medium,,High
1942,High,Low,Beginner,
1943,Medium,Medium,Beginner,
1944,Medium,Medium,Beginner,Low
1945,Medium,Medium,Intermediate,Medium
1946,Low,High,Beginner,High
1947,Medium,,Beginner,Medium
1948,,Medium,Beginner,High
1949,Medium,Low,Intermediate,
1950,Low,,Beginner,Medium
1951,Medium,Low,Intermediate,Medium
1952,Low,Low,,High
1953,Low,Medium,Beginner,Low
1954,High,Medium,Intermediate,Low
1955,Medium,,Intermediate,High
1956,,Medium,Intermediate,Low
1957,Low,Medium,Beginner,Low
1958,High,High,Beginner,Medium
1959,Medium,,Beginner,Low
1960,Medium,High,Intermediate,
1961,Low,,Intermediate,High
1962,High,Low,Beginner,Low
1963,Low,Medium,Intermediate,Low
1964,High,High,Beginner,Low
1965,High,Medium,,High
1966,Low,Low,Intermediate,Medium
1967,Low,Medium,Intermediate,Medium
1968,,,,
1969,Low,Medium,Intermediate,High
1970,Low,High,Intermediate,High
1971,High,High,Intermediate,Low
1972,Low,Low,Beginner,High
1973,,Low,,Low
1974,High,High,Beginner,High
1975,Low,Low,Beginner,Low
1976,Low,Low,Beginner,
1977,,Low,Beginner,Medium
1978,Low,High,Beginner,Low
1979,High,Low,Intermediate,Medium
1980,,,,
1981,High,High,Intermediate,High
1982,Medium,Low,Beginner,High
1983,Low,High,,Medium
1984,Medium,Low,Intermediate,Medium
1985,Medium,High,Intermediate,Low
1986,,,Intermediate,High
1987,High,Medium,Intermediate,High
1988,High,Low,Beginner,Medium
1989,,,,
1990,Low,Medium,Intermediate,
1991,Medium,Low,Intermediate,Low
1992,Low,,,Low
1993,Medium,Low,Intermediate,Medium
1994,Low,,Beginner,High
1995,Low,High,Beginner,Medium
1996,Low,,Intermediate,Medium
1997,Medium,High,Intermediate,Medium
1998,Medium,High,Intermediate,Low
1999,,High,,Medium
2000,,,,
2001,Low,Low,Intermediate,Medium
2002,,,,
2003,Low,Medium,Intermediate,Medium
2004,Low,Medium,Beginner,High
2005,High,Medium,,High
2006,,,,
2007,,,,
2008,High,Medium,Intermediate,High
2009,,Low,Beginner,Low
2010,,Low,Intermediate,Low
2011,Low,Low,Beginner,Low
2012,,Medium,Intermediate,Low
2013,Medium,Medium,Intermediate,
2014,High,Low,Beginner,Low
2015,,,,
2016,,,,
2017,High,Low,Intermediate,High
2018,Low,High,Beginner,High
2019,Medium,High,,Medium
2020,High,Medium,Intermediate,High
2021,High,High,Intermediate,Low
2022,Medium,High,Beginner,High
2023,Medium,High,Beginner,Medium
2024,Low,High,Intermediate,Low
2025,High,High,Beginner,High
2026,Low,Medium,Intermediate,Medium
2027,Low,High,Beginner,High
2028,Low,High,Intermediate,Low
2029,Low,Low,Intermediate,Low
2030,High,High,Intermediate,High
2031,Low,Medium,Beginner,Medium
2032,High,Low,Intermediate,Medium
2033,High,Low,,
2034,Low,High,,High
2035,High,Low,Beginner,
2036,Medium,Medium,Beginner,High
2037,High,Low,Beginner,Low
2038,High,High,Intermediate,
2039,Medium,Low,Intermediate,
2040,Low,Medium,Intermediate,High
2041,Low,Low,Beginner,
2042,High,High,Beginner,Medium
2043,High,High,Intermediate,Medium
2044,High,High,Intermediate,Low
2045,,High,Beginner,High
2046,,,,
2047,Low,Low,Beginner,High
2048,High,Low,,Low
2049,Low,,Intermediate,High
2050,Low,Medium,Intermediate,Medium
2051,Low,Low,Intermediate,High
2052,,,,
2053,Low,High,Intermediate,Low
2054,Medium,High,Beginner,Medium
2055,Low,High,Intermediate,Medium
2056,High,High,Beginner,High
2057,High,High,Intermediate,High
2058,Low,High,Intermediate,Low
2059,High,Low,Intermediate,Low
2060,Low,Medium,Beginner,Low
2061,,Medium,Beginner,High
2062,Low,Medium,Beginner,Low
2063,High,Low,Beginner,Medium
2064,High,,Intermediate,Low
2065,Low,Medium,Intermediate,Low
2066,Medium,Medium,Beginner,Medium
2067,Medium,High,Beginner,High
2068,Low,High,Beginner,Low
2069,,,,
2070,Medium,,Beginner,Medium
2071,Low,,Beginner,Medium
2072,,,,
2073,Low,Low,Beginner,High
2074,Low,Medium,Beginner,Low
2075,Medium,Medium,Intermediate,High
2076,Medium,Medium,Beginner,Low
2077,Low,Low,Beginner,Medium
2078,Low,Low,Beginner,Medium
2079,Low,Low,,
2080,High,Low,Intermediate,Low
2081,,High,Intermediate,Medium
2082,,,,
2083,,,,
2084,,,,
2085,Medium,Medium,Intermediate,High
2086,Low,Low,Intermediate,Medium
2087,,,,
2088,High,Low,Beginner,Low
2089,Medium,Medium,Beginner,Low
2090,Medium,Low,Intermediate,
2091,,,,
2092,High,Low,Intermediate,High
2093,Low,Low,Beginner,
2094,High,,Intermediate,High
2095,Medium,Low,Beginner,High
2096,High,Medium,Intermediate,High
2097,,,Beginner,Low
2098,Low,Low,Intermediate,Medium
2099,High,Low,Beginner,Low
2100,High,Medium,Intermediate,Low
2101,High,High,Beginner,Medium
2102,Low,Medium,Intermediate,Medium
2103,High,Medium,Beginner,High
2104,High,Medium,Beginner,Medium
2105,,,,
2106,,,,
2107,Medium,High,Intermediate,Low
2108,Medium,High,Intermediate,High
2109,,Medium,Intermediate,High
2110,,High,Intermediate,Medium
2111,High,Low,,High
2112,High,Low,Beginner,Low
2113,Low,High,Intermediate,Medium
2114,Medium,Medium,,High
2115,,,,
2116,High,,Intermediate,High
2117,Medium,Low,Beginner,High
2118,,,,
2119,,,,
2120,Low,Medium,Beginner,High
2121,Low,High,,High
2122,Low,Low,Intermediate,Low
2123,Medium,High,Beginner,Medium
2124,High,High,Intermediate,High
2125,Medium,High,Beginner,High
2126,,High,Intermediate,High
2127,High,Medium,Intermediate,
2128,Medium,High,,Medium
2129,Low,Low,,Medium
2130,Low,High,Intermediate,Medium
2131,,,,
2132,High,Low,,
2133,Medium,High,Intermediate,Medium
2134,,Low,Intermediate,
2135,High,Medium,Intermediate,Medium
2136,,Medium,Beginner,Low
2137,,,,
2138,Low,Low,Beginner,Low
2139,High,,Beginner,High
2140,,,,
2141,Medium,Medium,Beginner,
2142,,,,
2143,,,,
2144,Low,Medium,,
2145,,,,
2146,Low,Medium,,Medium
2147,Medium,,Intermediate,High
2148,Medium,Low,Intermediate,Low
2149,Medium,,Intermediate,High
2150,High,Low,,Low
2151,High,Low,Intermediate,High
2152,,,,
2153,High,Low,Intermediate,
2154,High,Medium,Beginner,High
2155,Medium,Medium,Beginner,Medium
2156,,,,
2157,Low,Low,Beginner,Medium
2158,Medium,High,Intermediate,High
2159,Medium,High,Intermediate,High
2160,High,High,Beginner,High
2161,,,,
2162,,,,
2163,High,Low,Beginner,Medium
2164,Medium,Low,Intermediate,Low
2165,High,High,Beginner,Medium
2166,Medium,Medium,Intermediate,High
2167,Medium,Low,Beginner,High
2168,Low,Low,Intermediate,High
2169,Medium,,Intermediate,Low
2170,High,Medium,Intermediate,Medium
2171,High,High,,High
2172,,,,
2173,,,,
2174,High,Low,Intermediate,Medium
2175,High,,Beginner,High
2176,,Low,Beginner,High
2177,High,Medium,Intermediate,Low
2178,,,,
2179,Medium,,Beginner,Low
2180,Low,Low,Beginner,Medium
2181,High,High,Intermediate,Medium
2182,High,Low,Beginner,High
2183,,,,
2184,,,,
2185,Medium,Low,Beginner,Low
2186,,Medium,Intermediate,Medium
2187,Low,Low,Intermediate,High
2188,,,,
2189,Medium,High,Intermediate,Low
2190,Medium,Low,Intermediate,Medium
2191,Medium,Low,,Low
2192,,,,
2193,High,,Intermediate,Medium
2194,Low,Medium,Intermediate,Medium
2195,,,,
2196,,,,
2197,High,Low,Beginner,Low
2198,Medium,Medium,Intermediate,Low
2199,High,Low,Intermediate,High
2200,,,,
2201,Medium,High,Intermediate,Low
2202,,,,
2203,Medium,Medium,,Low
2204,,,,
2205,High,Medium,Intermediate,Low
2206,,High,Beginner,High
2207,Low,Medium,Intermediate,Medium
2208,Low,High,Beginner,Medium
2209,Medium,,Intermediate,High
2210,Low,Medium,Intermediate,Low
2211,Low,High,Beginner,Medium
2212,Medium,High,Intermediate,Medium
2213,High,Low,Intermediate,Medium
2214,Medium,High,Beginner,Medium
2215,Low,High,Beginner,
2216,Low,Low,,Low
2217,High,,Beginner,High
2218,Medium,Low,Beginner,Medium
2219,Low,,Beginner,Low
2220,,,,
2221,Medium,Medium,Beginner,Medium
2222,,,,
2223,High,,Intermediate,Medium
2224,High,High,Intermediate,Low
2225,High,High,Beginner,Medium
2226,,Low,Intermediate,Low
2227,Medium,Medium,Beginner,Low
2228,Medium,Medium,Beginner,
2229,Low,,Beginner,
2230,,,,
2231,Low,,Beginner,Low
2232,Low,Low,Intermediate,Low
2233,,Medium,Intermediate,
2234,Low,High,Intermediate,Low
2235,Medium,High,Intermediate,Low
2236,,Medium,Beginner,Medium
2237,,,,
2238,Medium,,Intermediate,High
2239,Medium,High,Beginner,Low
2240,High,High,Intermediate,High
2241,,,,
2242,Medium,Medium,,High
2243,,Low,Beginner,Medium
2244,Low,High,Beginner,
2245,,,,
2246,High,,Beginner,High
2247,Low,,Beginner,Medium
2248,,,,
2249,,,,
2250,Low,High,Beginner,Medium
2251,High,Low,Beginner,High
2252,Medium,High,Intermediate,High
2253,Medium,High,,Medium
2254,,,,
2255,,Medium,Intermediate,High
2256,Low,High,Intermediate,Medium
2257,Low,High,Intermediate,
2258,,,,
2259,Medium,High,Intermediate,Low
2260,,,,
2261,Medium,High,Beginner,Medium
2262,,High,Intermediate,Low
2263,High,Low,Intermediate,High
2264,,,,
2265,High,High,Intermediate,High
2266,High,Low,Intermediate,Medium
2267,Medium,Medium,Beginner,Low
2268,Low,High,Intermediate,High
2269,,Low,Beginner,Medium
2270,,,,
2271,High,Medium,Beginner,High
2272,High,High,Beginner,Low
2273,High,High,Intermediate,Medium
2274,High,Low,Beginner,Low
2275,High,,Intermediate,
2276,Low,High,Intermediate,
2277,Low,High,Intermediate,Medium
2278,,,,
2279,High,High,Beginner,High
2280,Medium,High,Beginner,Low
2281,,,,
2282,Low,Low,Beginner,High
2283,,Medium,Beginner,High
2284,,Medium,Intermediate,Medium
2285,High,Medium,Intermediate,Low
2286,,,,
2287,Medium,High,Intermediate,Low
2288,High,Low,Intermediate,
2289,Low,Medium,Beginner,High
2290,Medium,High,Intermediate,High
2291,High,Medium,Beginner,Low
2292,,High,Beginner,High
2293,,High,Intermediate,High
2294,,,,
2295,,,,
2296,,Medium,,
2297,High,High,Intermediate,High
2298,Medium,Medium,Beginner,High
2299,Medium,Medium,Intermediate,Medium
2300,Low,Medium,Intermediate,Medium
2301,Low,High,Beginner,Low
2302,Low,Medium,,Medium
2303,Low,High,Beginner,Low
2304,Medium,Medium,Beginner,
2305,Low,Medium,,Low
2306,Medium,Low,Beginner,High
2307,High,Medium,Intermediate,High
2308,,High,Intermediate,Low
2309,Medium,Medium,Intermediate,Low
2310,Low,High,,High
2311,Low,Medium,Intermediate,High
2312,,,,
2313,High,High,Intermediate,High
2314,Medium,Medium,Beginner,Low
2315,Medium,Low,Beginner,Low
2316,Low,Low,Intermediate,Low
2317,Low,,Intermediate,High
2318,High,Low,,Low
2319,High,Low,Beginner,Medium
2320,High,High,Beginner,Medium
2321,Medium,,Beginner,High
2322,Low,Low,Beginner,
2323,High,Medium,Intermediate,
2324,Medium,Low,,Medium
2325,High,Low,Beginner,Low
2326,Medium,Low,Beginner,High
2327,,,,
2328,Low,,,High
2329,Low,Medium,Beginner,Low
2330,Low,Low,,Low
2331,Low,High,,Medium
2332,Medium,Low,Intermediate,High
2333,Medium,High,Intermediate,Medium
2334,,,,
2335,Medium,High,Beginner,Medium
2336,,,,
2337,Low,Medium,Beginner,Low
2338,,,,
2339,Medium,High,Beginner,High
2340,Medium,Low,Intermediate,High
2341,Low,Low,Beginner,Medium
2342,Medium,Medium,Beginner,High
2343,High,Medium,Intermediate,Medium
2344,Low,Low,Beginner,High
2345,Low,Low,Beginner,Medium
2346,Low,High,,High
2347,Medium,Low,Beginner,
2348,,,,
2349,Low,,Beginner,High
2350,Medium,Medium,Intermediate,High
2351,Low,High,Intermediate,High
2352,High,Medium,Beginner,Medium
2353,,High,,Medium
2354,,Medium,Beginner,Low
2355,Low,Low,Intermediate,Medium
2356,,,,
2357,,,,
2358,High,Medium,Beginner,High
2359,Medium,High,Intermediate,High
2360,Low,High,Beginner,Low
2361,,,,
2362,Low,Low,Beginner,High
2363,High,High,Beginner,Low
2364,Medium,Medium,Intermediate,
2365,High,Medium,Intermediate,Medium
2366,Low,Medium,Intermediate,Low
2367,High,Low,Intermediate,High
2368,,High,Intermediate,
2369,Low,Medium,Beginner,Medium
2370,High,Medium,Beginner,
2371,Medium,,Intermediate,High
2372,High,Medium,Beginner,Low
2373,High,Medium,Intermediate,High
2374,Medium,Low,Beginner,Medium
2375,Medium,Medium,Intermediate,Medium
2376,High,Low,Beginner,
2377,,,,
2378,,Low,Intermediate,Low
2379,Medium,High,Intermediate,Low
2380,Medium,Low,,Low
2381,Low,Medium,Beginner,Low
2382,Low,High,Beginner,High
2383,Low,High,Intermediate,Medium
2384,High,Low,Beginner,Medium
2385,High,High,Intermediate,Medium
2386,Low,Medium,Intermediate,Low
2387,,Low,Beginner,Medium
2388,Low,Low,Beginner,High
2389,High,Medium,Intermediate,Medium
2390,Medium,,Beginner,Low
2391,Low,,Intermediate,High
2392,High,Medium,Beginner,Low
2393,,,,
2394,Medium,Medium,Intermediate,Low
2395,,Medium,Beginner,Medium
2396,Low,Medium,,
2397,High,Medium,,Medium
2398,Low,High,Intermediate,High
2399,High,Low,,Low
2400,Low,Low,Intermediate,Low
2401,Medium,,,Medium
2402,,,,
2403,Medium,Low,Intermediate,High
2404,High,Medium,Beginner,Medium
2405,Low,Low,Beginner,Medium
2406,High,Medium,Intermediate,
2407,High,Medium,Beginner,
2408,High,Low,Intermediate,Low
2409,Low,Low,Beginner,Low
2410,High,,Intermediate,Medium
2411,High,Low,Beginner,Low
2412,Medium,Low,Intermediate,
2413,High,High,Beginner,Low
2414,Low,High,,
2415,Low,Medium,Intermediate,High
2416,Medium,High,Beginner,Medium
2417,,,,
2418,,,,
2419,High,Medium,Beginner,Medium
2420,Medium,Medium,Beginner,High
2421,,,,
2422,High,High,Beginner,Low
2423,Low,Medium,,Low
2424,Medium,Medium,,Low
2425,,,,
2426,High,High,Intermediate,
2427,Low,High,Intermediate,Medium
2428,,,,
2429,Low,,Intermediate,Low
2430,Low,Medium,Beginner,Medium
2431,Low,High,Intermediate,High
2432,,,,
2433,,Medium,Beginner,Low
2434,,,,
2435,Medium,High,Beginner,
2436,,High,Intermediate,Low
2437,High,Medium,Intermediate,Low
2438,Low,Low,Intermediate,Low
2439,High,,Intermediate,Low
2440,Medium,Low,Beginner,High
2441,Medium,High,Beginner,
2442,Low,Low,Intermediate,Medium
2443,High,Low,,Medium
2444,Medium,Low,Beginner,Medium
2445,Medium,,,Low
2446,Medium,Medium,,Low
2447,,Medium,Beginner,Medium
2448,Medium,High,Beginner,Low
2449,Low,Medium,Beginner,Low
2450,Medium,,,Low
2451,Medium,Medium,Beginner,Medium
2452,Low,Medium,Intermediate,Low
2453,Low,Medium,Beginner,Low
2454,Medium,Medium,Intermediate,
2455,,Low,Intermediate,Low
2456,Medium,Low,Beginner,
2457,,Medium,Beginner,Medium
2458,Medium,High,Intermediate,Low
2459,High,Low,Intermediate,High
2460,High,High,Beginner,Low
2461,,,,
2462,Medium,,Beginner,Medium
2463,High,Medium,Intermediate,Low
2464,Medium,Medium,Intermediate,High
2465,Low,Medium,Beginner,
2466,High,Low,Beginner,Medium
2467,Low,Medium,Beginner,Medium
2468,Low,Low,Intermediate,Low
2469,Low,Medium,Intermediate,Low
2470,,High,,Low
2471,High,Low,Beginner,Medium
2472,Medium,Low,Intermediate,High
2473,Medium,Low,Intermediate,
2474,Medium,Medium,Intermediate,
2475,High,,Intermediate,Low
2476,High,High,Intermediate,Medium
2477,,Medium,Beginner,
2478,,Medium,Intermediate,Low
2479,High,High,Beginner,High
2480,Low,High,Beginner,High
2481,High,High,Beginner,Low
2482,,Medium,Intermediate,Medium
2483,Medium,High,Intermediate,Medium
2484,High,High,Intermediate,Medium
2485,Medium,Low,Beginner,Low
2486,Medium,High,Beginner,
2487,,,,
2488,High,High,Intermediate,High
2489,High,High,Beginner,High
2490,Medium,Medium,Intermediate,High
2491,Medium,High,Intermediate,Medium
2492,High,Medium,Intermediate,High
2493,High,,Intermediate,Low
2494,Low,High,Intermediate,Medium
2495,,,,
2496,,,,
2497,,High,Beginner,
2498,,Low,Intermediate,
2499,Low,High,Intermediate,Low
2500,,,,
2501,Low,High,Intermediate,High
2502,High,High,Beginner,Low
2503,Medium,,Beginner,Medium
2504,High,Medium,Beginner,
2505,Low,Medium,Beginner,High
2506,Low,Medium,Intermediate,Low
2507,Medium,Low,Intermediate,Low
2508,Low,Medium,Intermediate,Low
2509,Medium,High,Beginner,Low
2510,,,,
2511,,Medium,Beginner,
2512,Low,Low,Intermediate,Medium
2513,High,Medium,Beginner,High
2514,Low,Medium,Beginner,
2515,Low,Low,Beginner,Medium
2516,,,,
2517,High,Medium,Intermediate,Low
2518,High,Medium,Intermediate,Low
2519,,,Intermediate,Low
2520,,,,
2521,High,High,Intermediate,Medium
2522,High,Low,Beginner,Medium
2523,Low,High,Intermediate,Medium
2524,High,High,Intermediate,High
2525,,Low,Beginner,High
2526,Low,High,Intermediate,Low
2527,Low,Medium,Intermediate,Medium
2528,High,Low,Intermediate,Low
2529,Medium,Low,Beginner,
2530,High,Medium,Beginner,Low
2531,High,Low,Beginner,
2532,High,High,Beginner,
2533,High,High,Intermediate,Medium
2534,Low,High,Intermediate,Low
2535,,,,
2536,Low,High,Intermediate,High
2537,High,High,Beginner,High
2538,,,,
2539,,,,
2540,Low,High,Beginner,High
2541,Medium,High,Beginner,Medium
2542,Medium,High,,Medium
2543,Low,Low,Beginner,High
2544,Medium,High,Intermediate,Low
2545,High,Low,Beginner,Low
2546,High,Low,Intermediate,
2547,High,Low,Beginner,
2548,High,High,Intermediate,Low
2549,,,,
2550,Medium,Low,Beginner,Low
2551,Medium,Medium,Beginner,
2552,High,High,Intermediate,Medium
2553,Medium,High,Intermediate,High
2554,High,High,Intermediate,High
2555,High,Medium,Beginner,High
2556,Medium,High,Beginner,
2557,Medium,,Beginner,Low
2558,Low,Low,Intermediate,Low
2559,Medium,High,Beginner,High
2560,Low,Low,Beginner,High
2561,Low,High,Intermediate,Low
2562,High,Medium,Intermediate,
2563,Low,Low,Beginner,Low
2564,Low,High,Beginner,High
2565,,,,
2566,Low,Low,Beginner,
2567,Low,Low,Beginner,Low
2568,High,High,Beginner,Medium
2569,Medium,Medium,Beginner,Low
2570,,High,Beginner,Low
2571,,Medium,Beginner,Low
2572,Low,Medium,Intermediate,High
2573,Low,Low,Beginner,Low
2574,High,Medium,Beginner,Medium
2575,,,,
2576,Medium,Medium,Beginner,Low
2577,Medium,High,Beginner,
2578,,,,
2579,Low,Medium,Intermediate,Medium
2580,Medium,High,Intermediate,High
2581,Medium,High,Beginner,Low
2582,,,,
2583,High,High,Intermediate,Medium
2584,Medium,,Intermediate,Low
2585,,,,
2586,Low,Medium,Beginner,High
2587,Low,Medium,Beginner,
2588,,,,
2589,High,Medium,,Low
2590,Medium,High,Beginner,High
2591,,Medium,Intermediate,
2592,Low,Medium,Intermediate,Low
2593,Medium,Medium,Beginner,High
2594,High,Low,Intermediate,Medium
2595,High,Low,,Medium
2596,Medium,Low,Beginner,Low
2597,Low,Medium,Intermediate,Low
2598,,,,
2599,Medium,High,Beginner,High
2600,,,,
2601,High,Low,,Medium
2602,High,,Beginner,Low
2603,Medium,Low,Beginner,Low
2604,High,High,,High
2605,Medium,Low,Beginner,High
2606,High,Medium,Intermediate,Low
2607,High,Medium,Intermediate,Medium
2608,,,,
2609,,,,
2610,High,Medium,Intermediate,High
2611,Low,High,,Low
2612,High,High,Intermediate,Low
2613,High,Medium,Beginner,
2614,Low,Low,Intermediate,Medium
2615,,,,
2616,High,High,Intermediate,Low
2617,High,Medium,Beginner,Medium
2618,,,,
2619,,,Intermediate,Medium
2620,High,Low,Beginner,Medium
2621,Medium,,Beginner,Medium
2622,Medium,Low,Intermediate,Low
2623,Low,Low,Intermediate,
2624,Medium,Low,Intermediate,Medium
2625,Low,Medium,Beginner,Low
2626,Medium,Medium,Beginner,Medium
2627,High,Medium,Intermediate,
2628,,,,
2629,,,,
2630,High,High,Intermediate,High
2631,,,,
2632,,,,
2633,,,,
2634,,,,
2635,Low,Medium,Intermediate,Medium
2636,Low,High,Intermediate,Medium
2637,,,,
2638,Low,High,Intermediate,Medium
2639,Low,High,Intermediate,Medium
2640,Medium,High,Beginner,Medium
2641,Low,Low,Beginner,Low
2642,Medium,Low,Beginner,High
2643,,,,
2644,,,,
2645,,High,Intermediate,Low
2646,Low,Medium,Beginner,High
2647,Medium,Low,Intermediate,Medium
2648,,High,Intermediate,Medium
2649,High,Medium,Intermediate,High
2650,,,,
2651,Low,Medium,,Medium
2652,High,Medium,,High
2653,Medium,High,Beginner,Low
2654,Medium,Low,Beginner,Low
2655,High,Medium,Beginner,High
2656,Medium,Low,Beginner,Medium
2657,High,High,Intermediate,Low
2658,Medium,Low,Beginner,High
2659,High,High,Intermediate,Low
2660,,,,
2661,High,Low,Intermediate,High
2662,High,Medium,Intermediate,Low
2663,Medium,Medium,Intermediate,Medium
2664,Medium,High,Beginner,High
2665,Low,Low,Intermediate,Medium
2666,,Low,Beginner,Low
2667,Low,,Beginner,Medium
2668,High,,Intermediate,Medium
2669,High,Low,Beginner,High
2670,Medium,,Beginner,
2671,Low,Low,Beginner,Low
2672,Low,Medium,Intermediate,Medium
2673,High,High,Beginner,High
2674,Medium,Medium,Beginner,Medium
2675,Medium,Medium,Beginner,Medium
2676,High,Medium,Intermediate,High
2677,Low,Medium,Intermediate,Low
2678,High,,Intermediate,Medium
2679,High,High,Beginner,Low
2680,Medium,High,Intermediate,Low
2681,Medium,High,Intermediate,Low
2682,,,,
2683,,,,
2684,,,,
2685,,,,
2686,,Medium,Beginner,Medium
2687,Medium,,Intermediate,Low
2688,High,Medium,Intermediate,Low
2689,Medium,High,,Medium
2690,Low,Low,Beginner,Low
2691,Low,High,Beginner,Medium
2692,,,,
2693,,Low,Intermediate,High
2694,High,High,Intermediate,High
2695,,Medium,Intermediate,Low
2696,,Medium,Intermediate,Low
2697,High,High,Beginner,
2698,Medium,Low,Intermediate,High
2699,Medium,High,Intermediate,Low
2700,Low,Medium,Beginner,Low
2701,High,Low,Intermediate,High
2702,Medium,Medium,Intermediate,Medium
2703,Low,High,Intermediate,
2704,,,,
2705,High,Low,Intermediate,Low
2706,Low,High,Beginner,Low
2707,Low,Low,Beginner,Low
2708,High,High,Intermediate,High
2709,Medium,High,Intermediate,High
2710,High,Low,Intermediate,Medium
2711,Low,Medium,Intermediate,Low
2712,,,,
2713,Medium,High,Intermediate,
2714,,Medium,Intermediate,Low
2715,High,Medium,Beginner,High
2716,High,Low,,Low
2717,High,High,Beginner,
2718,Medium,High,Intermediate,High
2719,Low,,Beginner,Low
2720,,,,
2721,,Medium,,High
2722,Medium,Low,Intermediate,Low
2723,Medium,Medium,Beginner,Low
2724,Medium,Low,,High
2725,,Medium,Beginner,
2726,High,Medium,,Low
2727,High,High,Intermediate,
2728,Medium,High,Intermediate,Low
2729,Medium,High,Beginner,
2730,High,High,Beginner,High
2731,,,,
2732,Low,High,Beginner,Low
2733,Medium,High,Intermediate,High
2734,High,Low,Beginner,Low
2735,Medium,Medium,Intermediate,Low
2736,Low,Low,Intermediate,Low
2737,Medium,Low,Intermediate,Medium
2738,,,,
2739,,,,
2740,,High,Beginner,Medium
2741,Low,High,Intermediate,Low
2742,,Low,,High
2743,Low,Low,Intermediate,Low
2744,Medium,High,Intermediate,Low
2745,,,Beginner,Low
2746,Medium,Low,Beginner,Medium
2747,High,Medium,Beginner,
2748,Low,,Beginner,High
2749,,Low,Beginner,High
2750,Medium,High,Beginner,High
2751,,,,
2752,,,,
2753,High,Medium,Intermediate,High
2754,,High,Beginner,Low
2755,Medium,Medium,Beginner,High
2756,Low,High,Intermediate,Medium
2757,Medium,Low,Beginner,Low
2758,High,Medium,Intermediate,High
2759,High,High,Beginner,High
2760,Low,Medium,Intermediate,Medium
2761,Low,Medium,Beginner,High
2762,Low,Medium,,High
2763,Low,High,,High
2764,High,High,Intermediate,Medium
2765,Medium,High,Intermediate,Low
2766,,,,
2767,Low,Medium,Beginner,Low
2768,Low,High,Intermediate,Medium
2769,Low,High,,Medium
2770,Low,,Beginner,
2771,,,,
2772,High,Low,Beginner,
2773,,,,
2774,Medium,Medium,Beginner,Medium
2775,,High,Beginner,High
2776,High,Low,Intermediate,Low
2777,Low,Low,Beginner,Low
2778,Medium,,,Medium
2779,,,,
2780,Medium,Low,Beginner,Low
2781,Low,Medium,Beginner,Medium
2782,Medium,High,Intermediate,High
2783,Low,Medium,Beginner,High
2784,Medium,High,Beginner,Medium
2785,Low,Medium,Beginner,
2786,High,Low,Intermediate,Medium
2787,High,Medium,Intermediate,
2788,High,Medium,Beginner,Low
2789,Medium,Low,Intermediate,Medium
2790,Medium,High,Intermediate,Medium
2791,Low,Medium,Intermediate,Low
2792,,,,
2793,,Low,,Medium
2794,High,Low,Beginner,High
2795,High,High,Beginner,Medium
2796,Medium,High,Intermediate,High
2797,High,High,,High
2798,,Low,Intermediate,Medium
2799,,,,
2800,High,Low,,Low
2801,Low,Low,Intermediate,Low
2802,Medium,Medium,Beginner,Medium
2803,Medium,Low,,Medium
2804,High,High,Intermediate,Medium
2805,High,Low,Intermediate,
2806,Low,High,Intermediate,High
2807,High,High,Beginner,Medium
2808,High,Medium,Beginner,High
2809,Medium,Low,Beginner,Medium
2810,High,Medium,Intermediate,Medium
2811,Medium,Low,,High
2812,Low,Medium,,High
2813,,,,
2814,Low,,Intermediate,Low
2815,Medium,Medium,Intermediate,High
2816,High,Medium,Intermediate,Medium
2817,Medium,High,Intermediate,Medium
2818,,Low,,High
2819,Medium,,Beginner,Low
2820,High,,Intermediate,
2821,Low,Low,Beginner,High
2822,,,,
2823,Medium,High,Intermediate,High
2824,,,,
2825,,,,
2826,,,,
2827,,,,
2828,,High,Beginner,Medium
2829,Low,Medium,Beginner,Medium
2830,Medium,Medium,Beginner,
2831,Medium,Medium,Beginner,Medium
2832,Medium,Medium,Beginner,Low
2833,,,,
2834,Low,Medium,Beginner,Medium
2835,Medium,High,Intermediate,Low
2836,,,,
2837,,High,Beginner,Low
2838,Medium,High,Beginner,Medium
2839,,Low,Intermediate,Low
2840,Low,Low,Beginner,Medium
2841,Medium,Medium,Beginner,Medium
2842,High,Low,Intermediate,High
2843,High,Medium,Beginner,High
2844,Medium,Medium,Beginner,Low
2845,Medium,Low,Intermediate,
2846,Medium,High,Beginner,
2847,,Low,Intermediate,Medium
2848,Low,,Intermediate,
2849,Low,High,Intermediate,Low
2850,Low,Low,Beginner,Low
2851,,,Beginner,Low
2852,High,Low,Intermediate,Medium
2853,,,,
2854,High,Medium,Beginner,Low
2855,High,Medium,Beginner,High
2856,Medium,High,Intermediate,Low
2857,High,Low,Intermediate,Medium
2858,Medium,Medium,Intermediate,High
2859,Low,Medium,Beginner,Medium
2860,,,,
2861,High,Low,Beginner,Medium
2862,High,High,Intermediate,High
2863,,,,
2864,,High,Intermediate,Medium
2865,Low,,Intermediate,Medium
2866,High,Medium,Intermediate,High
2867,Low,Low,Intermediate,Low
2868,,,Intermediate,
2869,High,Medium,Intermediate,Medium
